season,round,circuit_id,country,url
2019,5,catalunya,Spain,http://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix
2019,6,monaco,Monaco,http://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix
2019,7,villeneuve,Canada,http://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix
2019,8,ricard,France,http://en.wikipedia.org/wiki/2019_French_Grand_Prix
2019,9,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix
2019,10,silverstone,UK,http://en.wikipedia.org/wiki/2019_British_Grand_Prix
2019,11,hockenheimring,Germany,http://en.wikipedia.org/wiki/2019_German_Grand_Prix
2019,12,hungaroring,Hungary,http://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix
2019,13,spa,Belgium,http://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix
2019,14,monza,Italy,http://en.wikipedia.org/wiki/2019_Italian_Grand_Prix
2019,15,marina_bay,Singapore,http://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix
2019,16,sochi,Russia,http://en.wikipedia.org/wiki/2019_Russian_Grand_Prix
2019,17,suzuka,Japan,http://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix
2019,18,rodriguez,Mexico,http://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix
2019,19,americas,USA,http://en.wikipedia.org/wiki/2019_United_States_Grand_Prix
2019,20,interlagos,Brazil,http://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix
2019,21,yas_marina,UAE,http://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix
2020,1,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix
2020,2,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix
2020,3,hungaroring,Hungary,http://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix
2020,4,silverstone,UK,http://en.wikipedia.org/wiki/2020_British_Grand_Prix
2020,5,silverstone,UK,http://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix
2020,6,catalunya,Spain,http://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix
2020,7,spa,Belgium,http://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix
2020,8,monza,Italy,http://en.wikipedia.org/wiki/2020_Italian_Grand_Prix
2020,9,mugello,Italy,http://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix
2020,10,sochi,Russia,http://en.wikipedia.org/wiki/2020_Russian_Grand_Prix
2020,11,nurburgring,Germany,http://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix
2020,12,portimao,Portugal,http://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix
2020,13,imola,Italy,http://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix
2020,14,istanbul,Turkey,http://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix
2020,15,bahrain,Bahrain,http://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix
2020,16,bahrain,Bahrain,http://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix
2020,17,yas_marina,UAE,http://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix
2021,1,bahrain,Bahrain,http://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix
2021,2,imola,Italy,http://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix
2021,3,portimao,Portugal,http://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix
2021,4,catalunya,Spain,http://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix
2021,5,monaco,Monaco,http://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix
2021,6,baku,Azerbaijan,http://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix
2021,7,ricard,France,http://en.wikipedia.org/wiki/2021_French_Grand_Prix
2021,8,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix
2021,9,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix
2021,10,silverstone,UK,http://en.wikipedia.org/wiki/2021_British_Grand_Prix
2021,11,hungaroring,Hungary,http://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix
2021,12,spa,Belgium,http://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix
2021,13,zandvoort,Netherlands,http://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix
2021,14,monza,Italy,http://en.wikipedia.org/wiki/2021_Italian_Grand_Prix
2021,15,sochi,Russia,http://en.wikipedia.org/wiki/2021_Russian_Grand_Prix
2021,16,istanbul,Turkey,http://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix
2021,17,americas,USA,http://en.wikipedia.org/wiki/2021_United_States_Grand_Prix
2021,18,rodriguez,Mexico,http://en.wikipedia.org/wiki/2021_Mexican_Grand_Prix
2021,19,interlagos,Brazil,http://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix
2021,20,losail,Qatar,http://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix
2021,21,jeddah,Saudi Arabia,http://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix
2021,22,yas_marina,UAE,http://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix
2022,1,bahrain,Bahrain,http://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix
2022,2,jeddah,Saudi Arabia,http://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix
2022,3,albert_park,Australia,http://en.wikipedia.org/wiki/2022_Australian_Grand_Prix
2022,4,imola,Italy,http://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix
2022,5,miami,USA,http://en.wikipedia.org/wiki/2022_Miami_Grand_Prix
2022,6,catalunya,Spain,http://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix
2022,7,monaco,Monaco,http://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix
2022,8,baku,Azerbaijan,http://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix
2022,9,villeneuve,Canada,http://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix
2022,10,silverstone,UK,http://en.wikipedia.org/wiki/2022_British_Grand_Prix
2022,11,red_bull_ring,Austria,http://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix
2022,12,ricard,France,http://en.wikipedia.org/wiki/2022_French_Grand_Prix
2022,13,hungaroring,Hungary,http://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix
2022,14,spa,Belgium,http://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix
2022,15,zandvoort,Netherlands,http://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix
2022,16,monza,Italy,http://en.wikipedia.org/wiki/2022_Italian_Grand_Prix
2022,17,marina_bay,Singapore,http://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix
2022,18,suzuka,Japan,http://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix
2022,19,americas,USA,http://en.wikipedia.org/wiki/2022_United_States_Grand_Prix
2022,20,rodriguez,Mexico,http://en.wikipedia.org/wiki/2022_Mexican_Grand_Prix
2022,21,interlagos,Brazil,http://en.wikipedia.org/wiki/2022_Brazilian_Grand_Prix
2022,22,yas_marina,UAE,http://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix
2023,1,bahrain,Bahrain,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix
2023,2,jeddah,Saudi Arabia,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix
2023,3,albert_park,Australia,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix
2023,4,baku,Azerbaijan,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix
2023,5,miami,USA,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix
2023,6,monaco,Monaco,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix
2023,7,catalunya,Spain,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix
2023,8,villeneuve,Canada,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix
2023,9,red_bull_ring,Austria,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix
2023,10,silverstone,UK,https://en.wikipedia.org/wiki/2023_British_Grand_Prix
2023,11,hungaroring,Hungary,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix
2023,12,spa,Belgium,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix
2023,13,zandvoort,Netherlands,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix
2023,14,monza,Italy,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix
2023,15,marina_bay,Singapore,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix
2023,16,suzuka,Japan,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix
2023,17,losail,Qatar,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix
2023,18,americas,USA,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix
2023,19,rodriguez,Mexico,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix
2023,20,interlagos,Brazil,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix
2023,21,vegas,United States,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix
2023,22,yas_marina,UAE,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix
