season,round,driver,driver_points,driver_wins,driver_standings_pos
2019,9,vettel,123,0,4
2019,9,leclerc,105,0,5
2019,9,gasly,43,0,6
2019,9,sainz,30,0,7
2019,9,norris,22,0,8
2019,9,raikkonen,21,0,9
2019,9,ricciardo,16,0,10
2019,9,hulkenberg,16,0,11
2019,9,kevin_magnussen,14,0,12
2019,9,perez,13,0,13
2019,9,kvyat,10,0,14
2019,9,albon,7,0,15
2019,9,stroll,6,0,16
2019,9,grosjean,2,0,17
2019,9,giovinazzi,1,0,18
2019,9,russell,0,0,19
2019,9,kubica,0,0,20
2019,10,hamilton,223,7,1
2019,10,bottas,184,2,2
2019,10,max_verstappen,136,1,3
2019,10,vettel,123,0,4
2019,10,leclerc,120,0,5
2019,10,gasly,55,0,6
2019,10,sainz,38,0,7
2019,10,raikkonen,25,0,8
2019,10,norris,22,0,9
2019,10,ricciardo,22,0,10
2019,10,hulkenberg,17,0,11
2019,10,kevin_magnussen,14,0,12
2019,10,perez,13,0,13
2019,10,kvyat,12,0,14
2019,10,albon,7,0,15
2019,10,stroll,6,0,16
2019,10,grosjean,2,0,17
2019,10,giovinazzi,1,0,18
2019,10,russell,0,0,19
2019,10,kubica,0,0,20
2019,11,hamilton,225,7,1
2019,11,bottas,184,2,2
2019,11,max_verstappen,162,2,3
2019,11,vettel,141,0,4
2019,11,leclerc,120,0,5
2019,11,gasly,55,0,6
2019,11,sainz,48,0,7
2019,11,kvyat,27,0,8
2019,11,raikkonen,25,0,9
2019,11,norris,22,0,10
2019,11,ricciardo,22,0,11
2019,11,stroll,18,0,12
2019,11,kevin_magnussen,18,0,13
2019,11,hulkenberg,17,0,14
2019,11,albon,15,0,15
2019,11,perez,13,0,16
2019,11,grosjean,8,0,17
2019,11,giovinazzi,1,0,18
2019,11,kubica,1,0,19
2019,11,russell,0,0,20
2019,12,hamilton,250,8,1
2019,12,bottas,188,2,2
2019,12,max_verstappen,181,2,3
2019,12,vettel,156,0,4
2019,12,leclerc,132,0,5
2019,12,gasly,63,0,6
2019,12,sainz,58,0,7
2019,12,raikkonen,31,0,8
2019,12,kvyat,27,0,9
2019,12,norris,24,0,10
2019,12,ricciardo,22,0,11
2019,12,stroll,18,0,12
2019,12,kevin_magnussen,18,0,13
2019,12,hulkenberg,17,0,14
2019,12,albon,16,0,15
2019,12,perez,13,0,16
2019,12,grosjean,8,0,17
2019,12,giovinazzi,1,0,18
2019,12,kubica,1,0,19
2019,12,russell,0,0,20
2019,13,hamilton,268,8,1
2019,13,bottas,203,2,2
2019,13,max_verstappen,181,2,3
2019,13,vettel,169,0,4
2019,13,leclerc,157,1,5
2019,13,gasly,65,0,6
2019,13,sainz,58,0,7
2019,13,kvyat,33,0,8
2019,13,raikkonen,31,0,9
2019,13,albon,26,0,10
2019,13,norris,24,0,11
2019,13,ricciardo,22,0,12
2019,13,perez,21,0,13
2019,13,hulkenberg,21,0,14
2019,13,stroll,19,0,15
2019,13,kevin_magnussen,18,0,16
2019,13,grosjean,8,0,17
2019,13,giovinazzi,1,0,18
2019,13,kubica,1,0,19
2019,13,russell,0,0,20
2019,14,hamilton,284,8,1
2019,14,bottas,221,2,2
2019,14,max_verstappen,185,2,3
2019,14,leclerc,182,2,4
2019,14,vettel,169,0,5
2019,14,gasly,65,0,6
2019,14,sainz,58,0,7
2019,14,ricciardo,34,0,8
2019,14,albon,34,0,9
2019,14,kvyat,33,0,10
2019,14,hulkenberg,31,0,11
2019,14,raikkonen,31,0,12
2019,14,perez,27,0,13
2019,14,norris,25,0,14
2019,14,stroll,19,0,15
2019,14,kevin_magnussen,18,0,16
2019,14,grosjean,8,0,17
2019,14,giovinazzi,3,0,18
2019,14,kubica,1,0,19
2019,14,russell,0,0,20
2019,15,hamilton,296,8,1
2019,15,bottas,231,2,2
2019,15,leclerc,200,2,3
2019,15,max_verstappen,200,2,4
2019,15,vettel,194,1,5
2019,15,gasly,69,0,6
2019,15,sainz,58,0,7
2019,15,albon,42,0,8
2019,15,ricciardo,34,0,9
2019,15,kvyat,33,0,10
2019,15,hulkenberg,33,0,11
2019,15,norris,31,0,12
2019,15,raikkonen,31,0,13
2019,15,perez,27,0,14
2019,15,stroll,19,0,15
2019,15,kevin_magnussen,18,0,16
2019,15,grosjean,8,0,17
2019,15,giovinazzi,4,0,18
2019,15,kubica,1,0,19
2019,15,russell,0,0,20
2019,16,hamilton,322,9,1
2019,16,bottas,249,2,2
2019,16,leclerc,215,2,3
2019,16,max_verstappen,212,2,4
2019,16,vettel,194,1,5
2019,16,gasly,69,0,6
2019,16,sainz,66,0,7
2019,16,albon,52,0,8
2019,16,norris,35,0,9
2019,16,ricciardo,34,0,10
2019,16,hulkenberg,34,0,11
2019,16,kvyat,33,0,12
2019,16,perez,33,0,13
2019,16,raikkonen,31,0,14
2019,16,kevin_magnussen,20,0,15
2019,16,stroll,19,0,16
2019,16,grosjean,8,0,17
2019,16,giovinazzi,4,0,18
2019,16,kubica,1,0,19
2019,16,russell,0,0,20
2019,17,hamilton,338,9,1
2019,17,bottas,274,3,2
2019,17,leclerc,223,2,3
2019,17,max_verstappen,212,2,4
2019,17,vettel,212,1,5
2019,17,sainz,76,0,6
2019,17,gasly,75,0,7
2019,17,albon,64,0,8
2019,17,perez,37,0,9
2019,17,norris,35,0,10
2019,17,kvyat,34,0,11
2019,17,ricciardo,34,0,12
2019,17,hulkenberg,34,0,13
2019,17,raikkonen,31,0,14
2019,17,stroll,21,0,15
2019,17,kevin_magnussen,20,0,16
2019,17,grosjean,8,0,17
2019,17,giovinazzi,4,0,18
2019,17,kubica,1,0,19
2019,17,russell,0,0,20
2019,18,hamilton,363,10,1
2019,18,bottas,289,3,2
2019,18,leclerc,236,2,3
2019,18,vettel,230,1,4
2019,18,max_verstappen,220,2,5
2019,18,gasly,77,0,6
2019,18,sainz,76,0,7
2019,18,albon,74,0,8
2019,18,perez,43,0,9
2019,18,ricciardo,38,0,10
2019,18,hulkenberg,35,0,11
2019,18,norris,35,0,12
2019,18,kvyat,34,0,13
2019,18,raikkonen,31,0,14
2019,18,stroll,21,0,15
2019,18,kevin_magnussen,20,0,16
2019,18,grosjean,8,0,17
2019,18,giovinazzi,4,0,18
2019,18,kubica,1,0,19
2019,18,russell,0,0,20
2019,19,hamilton,381,10,1
2019,19,bottas,314,4,2
2019,19,leclerc,249,2,3
2019,19,max_verstappen,235,2,4
2019,19,vettel,230,1,5
2019,19,albon,84,0,6
2019,19,sainz,80,0,7
2019,19,gasly,77,0,8
2019,19,ricciardo,46,0,9
2019,19,perez,44,0,10
2019,19,norris,41,0,11
2019,19,hulkenberg,37,0,12
2019,19,kvyat,34,0,13
2019,19,raikkonen,31,0,14
2019,19,stroll,21,0,15
2019,19,kevin_magnussen,20,0,16
2019,19,grosjean,8,0,17
2019,19,giovinazzi,4,0,18
2019,19,kubica,1,0,19
2019,19,russell,0,0,20
2019,20,hamilton,387,10,1
2019,20,bottas,314,4,2
2019,20,max_verstappen,260,3,3
2019,20,leclerc,249,2,4
2019,20,vettel,230,1,5
2019,20,gasly,95,0,6
2019,20,sainz,95,0,7
2019,20,albon,84,0,8
2019,20,ricciardo,54,0,9
2019,20,perez,46,0,10
2019,20,norris,45,0,11
2019,20,raikkonen,43,0,12
2019,20,hulkenberg,37,0,13
2019,20,kvyat,35,0,14
2019,20,stroll,21,0,15
2019,20,kevin_magnussen,20,0,16
2019,20,giovinazzi,14,0,17
2019,20,grosjean,8,0,18
2019,20,kubica,1,0,19
2019,20,russell,0,0,20
2019,21,hamilton,413,11,1
2019,21,bottas,326,4,2
2019,21,max_verstappen,278,3,3
2019,21,leclerc,264,2,4
2019,21,vettel,240,1,5
2019,21,sainz,96,0,6
2019,21,gasly,95,0,7
2019,21,albon,92,0,8
2019,21,ricciardo,54,0,9
2019,21,perez,52,0,10
2019,21,norris,49,0,11
2019,21,raikkonen,43,0,12
2019,21,kvyat,37,0,13
2019,21,hulkenberg,37,0,14
2019,21,stroll,21,0,15
2019,21,kevin_magnussen,20,0,16
2019,21,giovinazzi,14,0,17
2019,21,grosjean,8,0,18
2019,21,kubica,1,0,19
2019,21,russell,0,0,20
2020,1,bottas,25,1,1
2020,1,leclerc,18,0,2
2020,1,norris,16,0,3
2020,1,hamilton,12,0,4
2020,1,sainz,10,0,5
2020,1,perez,8,0,6
2020,1,gasly,6,0,7
2020,1,ocon,4,0,8
2020,1,giovinazzi,2,0,9
2020,1,vettel,1,0,10
2020,1,latifi,0,0,11
2020,1,kvyat,0,0,12
2020,1,albon,0,0,13
2020,1,raikkonen,0,0,14
2020,1,russell,0,0,15
2020,1,grosjean,0,0,16
2020,1,kevin_magnussen,0,0,17
2020,1,stroll,0,0,18
2020,1,ricciardo,0,0,19
2020,1,max_verstappen,0,0,20
2020,2,bottas,43,1,1
2020,2,hamilton,37,1,2
2020,2,norris,26,0,3
2020,2,leclerc,18,0,4
2020,2,perez,16,0,5
2020,2,max_verstappen,15,0,6
2020,2,sainz,13,0,7
2020,2,albon,12,0,8
2020,2,gasly,6,0,9
2020,2,stroll,6,0,10
2020,2,ocon,4,0,11
2020,2,ricciardo,4,0,12
2020,2,giovinazzi,2,0,13
2020,2,kvyat,1,0,14
2020,2,vettel,1,0,15
2020,2,latifi,0,0,16
2020,2,raikkonen,0,0,17
2020,2,kevin_magnussen,0,0,18
2020,2,grosjean,0,0,19
2020,2,russell,0,0,20
2020,3,hamilton,63,2,1
2020,3,bottas,58,1,2
2020,3,max_verstappen,33,0,3
2020,3,norris,26,0,4
2020,3,albon,22,0,5
2020,3,perez,22,0,6
2020,3,leclerc,18,0,7
2020,3,stroll,18,0,8
2020,3,sainz,15,0,9
2020,3,vettel,9,0,10
2020,3,ricciardo,8,0,11
2020,3,gasly,6,0,12
2020,3,ocon,4,0,13
2020,3,giovinazzi,2,0,14
2020,3,kvyat,1,0,15
2020,3,kevin_magnussen,1,0,16
2020,3,raikkonen,0,0,17
2020,3,latifi,0,0,18
2020,3,grosjean,0,0,19
2020,3,russell,0,0,20
2020,4,hamilton,88,3,1
2020,4,bottas,58,1,2
2020,4,max_verstappen,52,0,3
2020,4,norris,36,0,4
2020,4,leclerc,33,0,5
2020,4,albon,26,0,6
2020,4,perez,22,0,7
2020,4,stroll,20,0,8
2020,4,ricciardo,20,0,9
2020,4,sainz,15,0,10
2020,4,ocon,12,0,11
2020,4,gasly,12,0,12
2020,4,vettel,10,0,13
2020,4,giovinazzi,2,0,14
2020,4,kvyat,1,0,15
2020,4,kevin_magnussen,1,0,16
2020,4,latifi,0,0,17
2020,4,raikkonen,0,0,18
2020,4,russell,0,0,19
2020,4,grosjean,0,0,20
2020,4,hulkenberg,0,0,21
2020,5,hamilton,107,3,1
2020,5,max_verstappen,77,1,2
2020,5,bottas,73,1,3
2020,5,leclerc,45,0,4
2020,5,norris,38,0,5
2020,5,albon,36,0,6
2020,5,stroll,28,0,7
2020,5,perez,22,0,8
2020,5,ricciardo,20,0,9
2020,5,ocon,16,0,10
2020,5,sainz,15,0,11
2020,5,gasly,12,0,12
2020,5,vettel,10,0,13
2020,5,hulkenberg,6,0,14
2020,5,giovinazzi,2,0,15
2020,5,kvyat,2,0,16
2020,5,kevin_magnussen,1,0,17
2020,5,raikkonen,0,0,18
2020,5,latifi,0,0,19
2020,5,russell,0,0,20
2020,5,grosjean,0,0,21
2020,6,hamilton,132,4,1
2020,6,max_verstappen,95,1,2
2020,6,bottas,89,1,3
2020,6,leclerc,45,0,4
2020,6,stroll,40,0,5
2020,6,albon,40,0,6
2020,6,norris,39,0,7
2020,6,perez,32,0,8
2020,6,sainz,23,0,9
2020,6,ricciardo,20,0,10
2020,6,vettel,16,0,11
2020,6,ocon,16,0,12
2020,6,gasly,14,0,13
2020,6,hulkenberg,6,0,14
2020,6,giovinazzi,2,0,15
2020,6,kvyat,2,0,16
2020,6,kevin_magnussen,1,0,17
2020,6,raikkonen,0,0,18
2020,6,latifi,0,0,19
2020,6,russell,0,0,20
2020,6,grosjean,0,0,21
2020,7,hamilton,157,5,1
2020,7,max_verstappen,110,1,2
2020,7,bottas,107,1,3
2020,7,albon,48,0,4
2020,7,leclerc,45,0,5
2020,7,norris,45,0,6
2020,7,stroll,42,0,7
2020,7,ricciardo,33,0,8
2020,7,perez,33,0,9
2020,7,ocon,26,0,10
2020,7,sainz,23,0,11
2020,7,gasly,18,0,12
2020,7,vettel,16,0,13
2020,7,hulkenberg,6,0,14
2020,7,giovinazzi,2,0,15
2020,7,kvyat,2,0,16
2020,7,kevin_magnussen,1,0,17
2020,7,raikkonen,0,0,18
2020,7,latifi,0,0,19
2020,7,russell,0,0,20
2020,7,grosjean,0,0,21
2020,8,hamilton,164,5,1
2020,8,bottas,117,1,2
2020,8,max_verstappen,110,1,3
2020,8,stroll,57,0,4
2020,8,norris,57,0,5
2020,8,albon,48,0,6
2020,8,leclerc,45,0,7
2020,8,gasly,43,1,8
2020,8,sainz,41,0,9
2020,8,ricciardo,41,0,10
2020,8,perez,34,0,11
2020,8,ocon,30,0,12
2020,8,vettel,16,0,13
2020,8,hulkenberg,6,0,14
2020,8,kvyat,4,0,15
2020,8,giovinazzi,2,0,16
2020,8,kevin_magnussen,1,0,17
2020,8,latifi,0,0,18
2020,8,raikkonen,0,0,19
2020,8,grosjean,0,0,20
2020,8,russell,0,0,21
2020,9,hamilton,190,6,1
2020,9,bottas,135,1,2
2020,9,max_verstappen,110,1,3
2020,9,norris,65,0,4
2020,9,albon,63,0,5
2020,9,stroll,57,0,6
2020,9,ricciardo,53,0,7
2020,9,leclerc,49,0,8
2020,9,perez,44,0,9
2020,9,gasly,43,1,10
2020,9,sainz,41,0,11
2020,9,ocon,30,0,12
2020,9,vettel,17,0,13
2020,9,kvyat,10,0,14
2020,9,hulkenberg,6,0,15
2020,9,raikkonen,2,0,16
2020,9,giovinazzi,2,0,17
2020,9,kevin_magnussen,1,0,18
2020,9,latifi,0,0,19
2020,9,russell,0,0,20
2020,9,grosjean,0,0,21
2020,10,hamilton,205,6,1
2020,10,bottas,161,2,2
2020,10,max_verstappen,128,1,3
2020,10,norris,65,0,4
2020,10,albon,64,0,5
2020,10,ricciardo,63,0,6
2020,10,leclerc,57,0,7
2020,10,stroll,57,0,8
2020,10,perez,56,0,9
2020,10,gasly,45,1,10
2020,10,sainz,41,0,11
2020,10,ocon,36,0,12
2020,10,vettel,17,0,13
2020,10,kvyat,14,0,14
2020,10,hulkenberg,6,0,15
2020,10,raikkonen,2,0,16
2020,10,giovinazzi,2,0,17
2020,10,kevin_magnussen,1,0,18
2020,10,latifi,0,0,19
2020,10,russell,0,0,20
2020,10,grosjean,0,0,21
2020,11,hamilton,230,7,1
2020,11,bottas,161,2,2
2020,11,max_verstappen,147,1,3
2020,11,ricciardo,78,0,4
2020,11,perez,68,0,5
2020,11,norris,65,0,6
2020,11,albon,64,0,7
2020,11,leclerc,63,0,8
2020,11,stroll,57,0,9
2020,11,gasly,53,1,10
2020,11,sainz,51,0,11
2020,11,ocon,36,0,12
2020,11,vettel,17,0,13
2020,11,kvyat,14,0,14
2020,11,hulkenberg,10,0,15
2020,11,giovinazzi,3,0,16
2020,11,raikkonen,2,0,17
2020,11,grosjean,2,0,18
2020,11,kevin_magnussen,1,0,19
2020,11,latifi,0,0,20
2020,11,russell,0,0,21
2020,12,hamilton,256,8,1
2020,12,bottas,179,2,2
2020,12,max_verstappen,162,1,3
2020,12,ricciardo,80,0,4
2020,12,leclerc,75,0,5
2020,12,perez,74,0,6
2020,12,norris,65,0,7
2020,12,albon,64,0,8
2020,12,gasly,63,1,9
2020,12,sainz,59,0,10
2020,12,stroll,57,0,11
2020,12,ocon,40,0,12
2020,12,vettel,18,0,13
2020,12,kvyat,14,0,14
2020,12,hulkenberg,10,0,15
2020,12,giovinazzi,3,0,16
2020,12,raikkonen,2,0,17
2020,12,grosjean,2,0,18
2020,12,kevin_magnussen,1,0,19
2020,12,latifi,0,0,20
2020,12,russell,0,0,21
2020,13,hamilton,282,9,1
2020,13,bottas,197,2,2
2020,13,max_verstappen,162,1,3
2020,13,ricciardo,95,0,4
2020,13,leclerc,85,0,5
2020,13,perez,82,0,6
2020,13,norris,69,0,7
2020,13,sainz,65,0,8
2020,13,albon,64,0,9
2020,13,gasly,63,1,10
2020,13,stroll,57,0,11
2020,13,ocon,40,0,12
2020,13,kvyat,26,0,13
2020,13,vettel,18,0,14
2020,13,hulkenberg,10,0,15
2020,13,raikkonen,4,0,16
2020,13,giovinazzi,4,0,17
2020,13,grosjean,2,0,18
2020,13,kevin_magnussen,1,0,19
2020,13,latifi,0,0,20
2020,13,russell,0,0,21
2020,14,hamilton,307,10,1
2020,14,bottas,197,2,2
2020,14,max_verstappen,170,1,3
2020,14,perez,100,0,4
2020,14,leclerc,97,0,5
2020,14,ricciardo,96,0,6
2020,14,sainz,75,0,7
2020,14,norris,74,0,8
2020,14,albon,70,0,9
2020,14,gasly,63,1,10
2020,14,stroll,59,0,11
2020,14,ocon,40,0,12
2020,14,vettel,33,0,13
2020,14,kvyat,26,0,14
2020,14,hulkenberg,10,0,15
2020,14,raikkonen,4,0,16
2020,14,giovinazzi,4,0,17
2020,14,grosjean,2,0,18
2020,14,kevin_magnussen,1,0,19
2020,14,latifi,0,0,20
2020,14,russell,0,0,21
2020,15,hamilton,332,11,1
2020,15,bottas,201,2,2
2020,15,max_verstappen,189,1,3
2020,15,ricciardo,102,0,4
2020,15,perez,100,0,5
2020,15,leclerc,98,0,6
2020,15,norris,86,0,7
2020,15,sainz,85,0,8
2020,15,albon,85,0,9
2020,15,gasly,71,1,10
2020,15,stroll,59,0,11
2020,15,ocon,42,0,12
2020,15,vettel,33,0,13
2020,15,kvyat,26,0,14
2020,15,hulkenberg,10,0,15
2020,15,raikkonen,4,0,16
2020,15,giovinazzi,4,0,17
2020,15,grosjean,2,0,18
2020,15,kevin_magnussen,1,0,19
2020,15,latifi,0,0,20
2020,15,russell,0,0,21
2020,16,hamilton,332,11,1
2020,16,bottas,205,2,2
2020,16,max_verstappen,189,1,3
2020,16,perez,125,1,4
2020,16,ricciardo,112,0,5
2020,16,leclerc,98,0,6
2020,16,sainz,97,0,7
2020,16,albon,93,0,8
2020,16,norris,87,0,9
2020,16,stroll,74,0,10
2020,16,gasly,71,1,11
2020,16,ocon,60,0,12
2020,16,vettel,33,0,13
2020,16,kvyat,32,0,14
2020,16,hulkenberg,10,0,15
2020,16,raikkonen,4,0,16
2020,16,giovinazzi,4,0,17
2020,16,russell,3,0,18
2020,16,grosjean,2,0,19
2020,16,kevin_magnussen,1,0,20
2020,16,latifi,0,0,21
2020,16,aitken,0,0,22
2020,16,pietro_fittipaldi,0,0,23
2020,17,hamilton,347,11,1
2020,17,bottas,223,2,2
2020,17,max_verstappen,214,2,3
2020,17,perez,125,1,4
2020,17,ricciardo,119,0,5
2020,17,sainz,105,0,6
2020,17,albon,105,0,7
2020,17,leclerc,98,0,8
2020,17,norris,97,0,9
2020,17,gasly,75,1,10
2020,17,stroll,75,0,11
2020,17,ocon,62,0,12
2020,17,vettel,33,0,13
2020,17,kvyat,32,0,14
2020,17,hulkenberg,10,0,15
2020,17,raikkonen,4,0,16
2020,17,giovinazzi,4,0,17
2020,17,russell,3,0,18
2020,17,grosjean,2,0,19
2020,17,kevin_magnussen,1,0,20
2020,17,latifi,0,0,21
2020,17,aitken,0,0,22
2020,17,pietro_fittipaldi,0,0,23
2021,1,hamilton,25,1,1
2021,1,max_verstappen,18,0,2
2021,1,bottas,16,0,3
2021,1,norris,12,0,4
2021,1,perez,10,0,5
2021,1,leclerc,8,0,6
2021,1,ricciardo,6,0,7
2021,1,sainz,4,0,8
2021,1,tsunoda,2,0,9
2021,1,stroll,1,0,10
2021,1,raikkonen,0,0,11
2021,1,giovinazzi,0,0,12
2021,1,ocon,0,0,13
2021,1,russell,0,0,14
2021,1,vettel,0,0,15
2021,1,mick_schumacher,0,0,16
2021,1,gasly,0,0,17
2021,1,latifi,0,0,18
2021,1,alonso,0,0,19
2021,1,mazepin,0,0,20
2021,2,hamilton,44,1,1
2021,2,max_verstappen,43,1,2
2021,2,norris,27,0,3
2021,2,leclerc,20,0,4
2021,2,bottas,16,0,5
2021,2,sainz,14,0,6
2021,2,ricciardo,14,0,7
2021,2,perez,10,0,8
2021,2,gasly,6,0,9
2021,2,stroll,5,0,10
2021,2,tsunoda,2,0,11
2021,2,ocon,2,0,12
2021,2,alonso,1,0,13
2021,2,raikkonen,0,0,14
2021,2,giovinazzi,0,0,15
2021,2,russell,0,0,16
2021,2,vettel,0,0,17
2021,2,mick_schumacher,0,0,18
2021,2,mazepin,0,0,19
2021,2,latifi,0,0,20
2021,3,hamilton,69,2,1
2021,3,max_verstappen,61,1,2
2021,3,norris,37,0,3
2021,3,bottas,32,0,4
2021,3,leclerc,28,0,5
2021,3,perez,22,0,6
2021,3,ricciardo,16,0,7
2021,3,sainz,14,0,8
2021,3,ocon,8,0,9
2021,3,gasly,7,0,10
2021,3,stroll,5,0,11
2021,3,alonso,5,0,12
2021,3,tsunoda,2,0,13
2021,3,raikkonen,0,0,14
2021,3,giovinazzi,0,0,15
2021,3,vettel,0,0,16
2021,3,russell,0,0,17
2021,3,mick_schumacher,0,0,18
2021,3,mazepin,0,0,19
2021,3,latifi,0,0,20
2021,4,hamilton,94,3,1
2021,4,max_verstappen,80,1,2
2021,4,bottas,47,0,3
2021,4,norris,41,0,4
2021,4,leclerc,40,0,5
2021,4,perez,32,0,6
2021,4,ricciardo,24,0,7
2021,4,sainz,20,0,8
2021,4,ocon,10,0,9
2021,4,gasly,8,0,10
2021,4,stroll,5,0,11
2021,4,alonso,5,0,12
2021,4,tsunoda,2,0,13
2021,4,raikkonen,0,0,14
2021,4,giovinazzi,0,0,15
2021,4,vettel,0,0,16
2021,4,russell,0,0,17
2021,4,mick_schumacher,0,0,18
2021,4,latifi,0,0,19
2021,4,mazepin,0,0,20
2021,5,max_verstappen,105,2,1
2021,5,hamilton,101,3,2
2021,5,norris,56,0,3
2021,5,bottas,47,0,4
2021,5,perez,44,0,5
2021,5,leclerc,40,0,6
2021,5,sainz,38,0,7
2021,5,ricciardo,24,0,8
2021,5,gasly,16,0,9
2021,5,ocon,12,0,10
2021,5,vettel,10,0,11
2021,5,stroll,9,0,12
2021,5,alonso,5,0,13
2021,5,tsunoda,2,0,14
2021,5,giovinazzi,1,0,15
2021,5,raikkonen,0,0,16
2021,5,russell,0,0,17
2021,5,latifi,0,0,18
2021,5,mick_schumacher,0,0,19
2021,5,mazepin,0,0,20
2021,6,max_verstappen,105,2,1
2021,6,hamilton,101,3,2
2021,6,perez,69,1,3
2021,6,norris,66,0,4
2021,6,leclerc,52,0,5
2021,6,bottas,47,0,6
2021,6,sainz,42,0,7
2021,6,gasly,31,0,8
2021,6,vettel,28,0,9
2021,6,ricciardo,26,0,10
2021,6,alonso,13,0,11
2021,6,ocon,12,0,12
2021,6,stroll,9,0,13
2021,6,tsunoda,8,0,14
2021,6,raikkonen,1,0,15
2021,6,giovinazzi,1,0,16
2021,6,mick_schumacher,0,0,17
2021,6,russell,0,0,18
2021,6,mazepin,0,0,19
2021,6,latifi,0,0,20
2021,7,max_verstappen,131,3,1
2021,7,hamilton,119,3,2
2021,7,perez,84,1,3
2021,7,norris,76,0,4
2021,7,bottas,59,0,5
2021,7,leclerc,52,0,6
2021,7,sainz,42,0,7
2021,7,gasly,37,0,8
2021,7,ricciardo,34,0,9
2021,7,vettel,30,0,10
2021,7,alonso,17,0,11
2021,7,ocon,12,0,12
2021,7,stroll,10,0,13
2021,7,tsunoda,8,0,14
2021,7,raikkonen,1,0,15
2021,7,giovinazzi,1,0,16
2021,7,russell,0,0,17
2021,7,mick_schumacher,0,0,18
2021,7,mazepin,0,0,19
2021,7,latifi,0,0,20
2021,8,max_verstappen,156,4,1
2021,8,hamilton,138,3,2
2021,8,perez,96,1,3
2021,8,norris,86,0,4
2021,8,bottas,74,0,5
2021,8,leclerc,58,0,6
2021,8,sainz,50,0,7
2021,8,gasly,37,0,8
2021,8,ricciardo,34,0,9
2021,8,vettel,30,0,10
2021,8,alonso,19,0,11
2021,8,stroll,14,0,12
2021,8,ocon,12,0,13
2021,8,tsunoda,9,0,14
2021,8,raikkonen,1,0,15
2021,8,giovinazzi,1,0,16
2021,8,russell,0,0,17
2021,8,mick_schumacher,0,0,18
2021,8,mazepin,0,0,19
2021,8,latifi,0,0,20
2021,9,max_verstappen,182,5,1
2021,9,hamilton,150,3,2
2021,9,perez,104,1,3
2021,9,norris,101,0,4
2021,9,bottas,92,0,5
2021,9,leclerc,62,0,6
2021,9,sainz,60,0,7
2021,9,ricciardo,40,0,8
2021,9,gasly,39,0,9
2021,9,vettel,30,0,10
2021,9,alonso,20,0,11
2021,9,stroll,14,0,12
2021,9,ocon,12,0,13
2021,9,tsunoda,9,0,14
2021,9,raikkonen,1,0,15
2021,9,giovinazzi,1,0,16
2021,9,russell,0,0,17
2021,9,mick_schumacher,0,0,18
2021,9,mazepin,0,0,19
2021,9,latifi,0,0,20
2021,10,max_verstappen,185,5,1
2021,10,hamilton,177,4,2
2021,10,norris,113,0,3
2021,10,bottas,108,0,4
2021,10,perez,104,1,5
2021,10,leclerc,80,0,6
2021,10,sainz,68,0,7
2021,10,ricciardo,50,0,8
2021,10,gasly,39,0,9
2021,10,vettel,30,0,10
2021,10,alonso,26,0,11
2021,10,stroll,18,0,12
2021,10,ocon,14,0,13
2021,10,tsunoda,10,0,14
2021,10,raikkonen,1,0,15
2021,10,giovinazzi,1,0,16
2021,10,russell,0,0,17
2021,10,mick_schumacher,0,0,18
2021,10,latifi,0,0,19
2021,10,mazepin,0,0,20
2021,11,hamilton,195,4,1
2021,11,max_verstappen,187,5,2
2021,11,norris,113,0,3
2021,11,bottas,108,0,4
2021,11,perez,104,1,5
2021,11,sainz,83,0,6
2021,11,leclerc,80,0,7
2021,11,gasly,50,0,8
2021,11,ricciardo,50,0,9
2021,11,ocon,39,1,10
2021,11,alonso,38,0,11
2021,11,vettel,30,0,12
2021,11,tsunoda,18,0,13
2021,11,stroll,18,0,14
2021,11,latifi,6,0,15
2021,11,russell,4,0,16
2021,11,raikkonen,2,0,17
2021,11,giovinazzi,1,0,18
2021,11,mick_schumacher,0,0,19
2021,11,mazepin,0,0,20
2021,12,hamilton,0,4,1
2021,12,max_verstappen,0,6,2
2021,12,norris,113,0,3
2021,12,bottas,108,0,4
2021,12,perez,104,1,5
2021,12,sainz,0,0,6
2021,12,leclerc,82,0,7
2021,12,ricciardo,56,0,8
2021,12,gasly,54,0,9
2021,12,ocon,42,1,10
2021,12,alonso,38,0,11
2021,12,vettel,35,0,12
2021,12,tsunoda,18,0,13
2021,12,stroll,18,0,14
2021,12,russell,13,0,15
2021,12,latifi,7,0,16
2021,12,raikkonen,2,0,17
2021,12,giovinazzi,1,0,18
2021,12,mick_schumacher,0,0,19
2021,12,mazepin,0,0,20
2021,13,max_verstappen,0,7,1
2021,13,hamilton,0,4,2
2021,13,bottas,123,0,3
2021,13,norris,114,0,4
2021,13,perez,108,1,5
2021,13,leclerc,92,0,6
2021,13,sainz,0,0,7
2021,13,gasly,66,0,8
2021,13,ricciardo,56,0,9
2021,13,alonso,46,0,10
2021,13,ocon,44,1,11
2021,13,vettel,35,0,12
2021,13,tsunoda,18,0,13
2021,13,stroll,18,0,14
2021,13,russell,13,0,15
2021,13,latifi,7,0,16
2021,13,raikkonen,2,0,17
2021,13,giovinazzi,1,0,18
2021,13,mick_schumacher,0,0,19
2021,13,mazepin,0,0,20
2021,13,kubica,0,0,21
2021,14,max_verstappen,0,7,1
2021,14,hamilton,0,4,2
2021,14,bottas,141,0,3
2021,14,norris,132,0,4
2021,14,perez,118,1,5
